Wine ID,Country,Rate,Price,State,Region,variety,Winery
50459,Australia,89,16,South Australia,South Australia,Shiraz,Hesketh
50473,Australia,86,16,South Australia,Eden Valley,Riesling,St Hallett
50489,Australia,86,9,Australia Other,South Eastern Australia,Pinot Noir,Wyndham Estate
50593,Australia,88,15,Western Australia,Pemberton,Shiraz,Fonty's Pool
50604,Australia,88,20,Western Australia,Western Australia,Shiraz,Strait Jacket
50616,Australia,87,13,New South Wales,Orange,Cabernet Sauvignon,Climbing
50630,Australia,87,20,South Australia,Barossa,Cabernet Sauvignon,Schild Estate
50757,Australia,89,17,Western Australia,Margaret River,Cabernet Sauvignon,Ringbolt
50787,Australia,85,18,South Australia,Barossa,Chardonnay,Grant Burge
50959,Australia,87,18,Australia Other,South Eastern Australia,Cabernet Sauvignon,Angus The Bull
50970,Australia,86,14,South Australia,Adelaide,Riesling,Penfolds
50983,Australia,86,10,South Australia,South Australia,Chardonnay,Rocland Estate
50998,Australia,86,20,South Australia,Clare Valley,Riesling,Petaluma
51034,Australia,89,20,South Australia,Coonawarra,Cabernet Sauvignon,Penley Estate
51044,Australia,89,30,New South Wales,Tumbarumba,Chardonnay,Hungerford Hill
51053,Australia,89,15,South Australia,South Australia,Shiraz,Grant Burge
51059,Australia,89,16,Tasmania,Tasmania,Pinot Noir,Tamar Ridge
51061,Australia,85,17,Victoria,Yarra Valley,Pinot Noir,Sticks
51206,Australia,87,14,Western Australia,Western Australia,Shiraz,Plantagenet
51308,Australia,86,20,Western Australia,Western Australia,Pinot Noir,West Cape Howe
51312,Australia,86,13,South Australia,Limestone Coast,Chardonnay,Mt. Monster
51313,Australia,86,16,South Australia,Adelaide,Chardonnay,Nepenthe
51324,Australia,86,18,South Australia,Clare Valley,Riesling,Fire Block
51407,Australia,88,18,New South Wales,New South Wales,Shiraz,Hungerford Hill
51418,Australia,88,10,Australia Other,South Eastern Australia,Cabernet Sauvignon,Madison Ridge
51493,Australia,87,16,Tasmania,Tasmania,Pinot Noir,Tamar Ridge
51577,Australia,83,13,Australia Other,South Eastern Australia,Sauvignon Blanc,De Bortoli
51636,Australia,83,15,South Australia,South Australia,Chardonnay,Grant Burge
51638,Australia,83,25,Western Australia,Western Australia,Riesling,Larry Cherubino
51640,Australia,83,10,Australia Other,South Eastern Australia,Chardonnay,Friday Monkey
51642,Australia,83,15,South Australia,South Australia,Shiraz,Grant Burge
51654,Australia,83,30,South Australia,Adelaide Hills,Sauvignon Blanc,The Lane
51701,Australia,88,16,South Australia,Langhorne Creek,Shiraz,Zonte's Footstep
51789,Australia,86,40,Victoria,Pyrenees,Shiraz,Syan
51991,Australia,88,30,Western Australia,Great Southern,Riesling,Robert Oatley
52082,Australia,86,19,Victoria,Yarra Valley,Pinot Noir,De Bortoli
52150,Australia,86,14,Western Australia,Margaret River,Cabernet Sauvignon,Mandu
52168,Australia,86,30,Victoria,Yarra Valley,Shiraz,Giant Steps
52240,Australia,85,19,South Australia,Padthaway,Chardonnay,Jip Jip Rocks
52242,Australia,85,16,South Australia,Coonawarra,Cabernet Sauvignon,Nick Faldo
52246,Australia,85,10,South Australia,South Australia,Chardonnay,Yalumba
52297,Australia,88,14,New South Wales,Mudgee,Shiraz,James Oatley
52314,Australia,88,13,Victoria,Central Victoria,Cabernet Sauvignon,Four Sisters
52532,Australia,85,18,South Australia,Adelaide,Riesling,Wirra Wirra
52533,Australia,85,10,South Australia,South Australia,Sauvignon Blanc,Yalumba
52607,Australia,88,12,South Australia,South Australia,Shiraz,Yalumba
52618,Australia,87,15,South Australia,South Australia,Pinot Noir,3 Trees
52619,Australia,87,18,Tasmania,Tasmania,Pinot Noir,42??S
52686,Australia,85,40,New South Wales,Orange,Pinot Noir,Philip Shaw
52690,Australia,85,20,New South Wales,Hunter Valley,Shiraz,The Six Masters
52709,Australia,85,15,Victoria,Victoria,Pinot Noir,De Bortoli
52758,Australia,85,13,Australia Other,South Eastern Australia,Cabernet Sauvignon,De Bortoli
52852,Australia,84,30,Victoria,Yarra Valley,Pinot Noir,Giant Steps
52856,Australia,84,35,South Australia,Adelaide,Pinot Noir,D'Arenberg
52996,Australia,84,15,Western Australia,Pemberton,Pinot Noir,Fonty's Pool
53009,Australia,84,40,Victoria,Rutherglen,Shiraz,R.L. Buller & Son
53067,Australia,85,11,Australia Other,South Eastern Australia,Cabernet Sauvignon,Madison Ridge
53175,Australia,92,50,South Australia,Padthaway,Shiraz,Henry's Drive Vignerons
53237,Australia,87,35,New South Wales,Tumbarumba,Shiraz,Hungerford Hill
53448,Australia,84,13,Victoria,Yarra Valley,Pinot Noir,Yering Station
53552,Australia,87,30,New South Wales,Mudgee,Chardonnay,Robert Oatley
53564,Australia,87,41,Victoria,Yarra Valley,Pinot Noir,De Bortoli
53576,Australia,87,15,South Australia,Coonawarra,Pinot Noir,Penley Estate
53604,Australia,83,9,Australia Other,South Eastern Australia,Chardonnay,Banrock Station
53699,Australia,84,12,Australia Other,South Eastern Australia,Cabernet Sauvignon,McWilliam's Hanwood Estate
53735,Australia,84,17,South Australia,Clare Valley,Riesling,Wakefield Estate
53755,Australia,83,23,South Australia,McLaren Vale,Cabernet Sauvignon,Mitolo
53771,Australia,91,60,South Australia,Clare Valley,Shiraz,Two Hands
53784,Australia,91,41,South Australia,Adelaide Hills,Shiraz,Shaw and Smith
53867,Australia,87,11,Australia Other,South Eastern Australia,Cabernet Sauvignon,McWilliam's Hanwood Estate
53886,Australia,82,41,Victoria,Yarra Valley,Pinot Noir,De Bortoli
53892,Australia,82,30,Victoria,Yarra Valley,Pinot Noir,Giant Steps
54168,Australia,87,25,South Australia,Coonawarra,Cabernet Sauvignon,Yalumba
54302,Australia,84,9,Australia Other,Central Ranges,Cabernet Sauvignon,Block 50
54372,Australia,90,30,South Australia,Barossa Valley,Cabernet Sauvignon,Kaesler
54473,Australia,87,12,New South Wales,Riverina,Cabernet Sauvignon,Nugan Family Estates
54497,Australia,92,30,Victoria,Bendigo,Shiraz,Passing Clouds
54752,Australia,87,37,Victoria,Mornington Peninsula,Chardonnay,Yabby Lake Vineyard
54761,Australia,86,14,New South Wales,Mudgee,Chardonnay,James Oatley
54774,Australia,86,20,Western Australia,Great Southern,Chardonnay,Plantagenet
54805,Australia,91,20,South Australia,Coonawarra,Cabernet Sauvignon,Penley Estate
55059,Australia,86,28,Victoria,Mornington Peninsula,Pinot Noir,Yabby Lake Vineyard
55061,Australia,86,20,South Australia,Coonawarra,Chardonnay,Penley Estate
55094,Australia,91,30,South Australia,Coonawarra,Cabernet Sauvignon,Leconfield
55206,Australia,82,36,New South Wales,Hunter Valley,Shiraz,Meerea Park
55266,Australia,90,60,South Australia,Langhorne Creek,Shiraz,Two Hands
55360,Australia,86,17,New South Wales,Hunter Valley,Chardonnay,Ozzie-Ba-Ru
55388,Australia,90,17,Victoria,Bendigo,Shiraz,Water Wheel
55397,Australia,90,25,Victoria,Pyrenees,Shiraz,Syan
55671,Australia,86,12,South Australia,South Australia,Chardonnay,Wakefield Estate
55696,Australia,90,19,South Australia,McLaren Vale,Cabernet Sauvignon,D'Arenberg
55968,Australia,86,30,Victoria,Mornington Peninsula,Pinot Noir,Robert Oatley
55986,Australia,89,15,South Australia,Eden Valley,Riesling,Heggies Vineyard
55992,Australia,89,22,South Australia,McLaren Vale,Cabernet Sauvignon,Shingleback
56063,Australia,92,35,Victoria,Bendigo,Shiraz,Passing Clouds
56221,Australia,82,14,Western Australia,Western Australia,Shiraz,Alkoomi
56223,Australia,82,9,Australia Other,South Eastern Australia,Shiraz,Andrew Peace
56239,Australia,82,7,Australia Other,South Eastern Australia,Pinot Noir,Alice White
56241,Australia,82,5,Australia Other,South Eastern Australia,Shiraz,Kelly's Revenge
56264,Australia,84,60,Victoria,Yarra Valley,Pinot Noir,De Bortoli
56307,Australia,87,25,South Australia,McLaren Vale,Shiraz,Forefathers
56350,Australia,92,30,South Australia,Barossa,Shiraz,Kurtz Family
56423,Australia,88,19,South Australia,Coonawarra,Cabernet Sauvignon,Angove's
56508,Australia,88,19,South Australia,McLaren Vale,Riesling,D'Arenberg
56594,Australia,82,13,Victoria,Murray-Darling,Shiraz,Tall Poppy
56605,Australia,81,8,Australia Other,South Eastern Australia,Pinot Noir,Little Penguin
56793,Australia,88,19,South Australia,McLaren Vale,Riesling,D'Arenberg
56830,Australia,80,9,Australia Other,South Eastern Australia,Pinot Noir,Hardys
56846,Australia,97,105,South Australia,Barossa Valley,Shiraz,Torbreck
56847,Australia,97,225,South Australia,Barossa Valley,Cabernet Sauvignon,Penfolds
56849,Australia,96,100,South Australia,Barossa Valley,Shiraz,John Duval Wines
56854,Australia,83,15,New South Wales,Hunter Valley,Shiraz,Margan
57090,Australia,88,22,Victoria,Pyrenees,Shiraz,Taltarni
57097,Australia,88,36,Victoria,Gippsland,Shiraz,Jinks Creek
57120,Australia,96,550,South Australia,Eden Valley,Shiraz,Henschke
57123,Australia,95,83,South Australia,Barossa,Shiraz,Elderton
57124,Australia,95,80,South Australia,Barossa Valley,Shiraz,Glaetzer
57125,Australia,95,140,South Australia,Barossa Valley,Shiraz,Kaesler
57127,Australia,95,50,South Australia,Barossa Valley,Shiraz,Greenock Creek
57132,Australia,95,90,South Australia,Barossa Valley,Shiraz,Glaetzer
57134,Australia,95,250,South Australia,South Australia,Shiraz,Penfolds
57136,Australia,95,60,South Australia,Barossa Valley,Shiraz,Kilikanoon
57140,Australia,94,48,South Australia,Barossa Valley,Shiraz,Turkey Flat
57141,Australia,94,110,South Australia,Barossa,Shiraz,Yalumba
57144,Australia,94,60,South Australia,Barossa Valley,Shiraz,Dutschke
57145,Australia,94,200,South Australia,Barossa Valley,Shiraz,Hundred Acre
57262,Australia,90,110,South Australia,Eden Valley,Cabernet Sauvignon,Henschke
57300,Australia,88,16,South Australia,Barossa,Cabernet Sauvignon,Peter Lehmann
57421,Australia,94,55,South Australia,Barossa Valley,Shiraz,Hentley Farm
57422,Australia,94,40,South Australia,Barossa Valley,Shiraz,Kilikanoon
57425,Australia,94,105,South Australia,Barossa Valley,Shiraz,Torbreck
57426,Australia,94,,South Australia,Barossa Valley,Shiraz,Rockford
57427,Australia,93,83,South Australia,Barossa,Shiraz,Elderton
57428,Australia,93,105,South Australia,Barossa,Shiraz,Gibson's BarossaVale
57431,Australia,93,65,South Australia,Barossa Valley,Shiraz,Kaesler
57436,Australia,93,42,South Australia,Barossa Valley,Shiraz,Massena
57438,Australia,93,90,South Australia,Barossa,Shiraz,Peter Lehmann
57439,Australia,93,30,South Australia,Barossa Valley,Shiraz,Pirathon
57440,Australia,93,150,South Australia,Barossa Valley,Shiraz,Two Hands
57444,Australia,93,105,South Australia,Barossa,Shiraz,Barossa Old Vine Company
57446,Australia,93,40,South Australia,Barossa Valley,Shiraz,Dutschke
57453,Australia,86,17,South Australia,McLaren Vale,Chardonnay,Tapestry
57454,Australia,86,23,Western Australia,Margaret River,Chardonnay,Vasse River
57465,Australia,86,14,Australia Other,South Eastern Australia,Chardonnay,Tyrrell's
57472,Australia,86,28,Western Australia,Margaret River,Chardonnay,Edwards
57496,Australia,92,50,South Australia,McLaren Vale,Shiraz,Mitolo
57552,Australia,90,45,Western Australia,Margaret River,Cabernet Sauvignon,Cape Mentelle
57750,Australia,93,,South Australia,Barossa,Shiraz,Whistler
57751,Australia,93,85,South Australia,Barossa,Shiraz,Wolf Blass
57752,Australia,93,82,South Australia,Barossa,Shiraz,Penfolds
57755,Australia,93,27,South Australia,Barossa,Shiraz,Glen Eldon
57756,Australia,93,100,South Australia,Barossa,Shiraz,Yalumba
57758,Australia,93,50,South Australia,Barossa,Shiraz,Torbreck
57759,Australia,93,90,South Australia,Barossa,Shiraz,Barossa Valley Estate
57760,Australia,93,65,South Australia,Barossa Valley,Shiraz,Kaesler
57762,Australia,93,55,South Australia,Barossa Valley,Shiraz,Greenock Creek
57764,Australia,93,75,South Australia,Barossa,Shiraz,Peter Lehmann
57765,Australia,93,45,South Australia,Barossa Valley,Shiraz,Rolf Binder
57766,Australia,92,100,South Australia,Eden Valley,Shiraz,Henschke
57770,Australia,92,27,South Australia,Barossa Valley,Shiraz,Kurtz Family
57771,Australia,92,85,South Australia,Barossa Valley,Shiraz,Schild Estate
57772,Australia,92,60,South Australia,Barossa Valley,Shiraz,Two Hands
57773,Australia,92,160,South Australia,Barossa Valley,Shiraz,The Colonial Estate
57775,Australia,92,105,South Australia,Eden Valley,Shiraz,Gibson's BarossaVale
57808,Australia,91,50,South Australia,McLaren Vale,Shiraz,Shingleback
57842,Australia,90,30,South Australia,Barossa,Shiraz,Steve Hoff
57938,Australia,92,25,South Australia,Adelaide Hills,Sauvignon Blanc,Shaw and Smith
58010,Australia,87,18,Australia Other,South Eastern Australia,Cabernet Sauvignon,Angus The Bull
58043,Australia,85,30,South Australia,McLaren Vale,Shiraz,Brick Road
58052,Australia,92,85,South Australia,Barossa,Shiraz,Wolf Blass
58053,Australia,92,,South Australia,Barossa Valley,Cabernet Sauvignon,Rockford
58059,Australia,92,40,South Australia,Barossa Valley,Shiraz,John Duval Wines
58062,Australia,92,88,South Australia,South Australia,Cabernet Sauvignon,Penfolds
58069,Australia,92,45,South Australia,Barossa Valley,Shiraz,Charles Cimicky
58077,Australia,92,56,South Australia,Barossa Valley,Shiraz,Kaesler
58078,Australia,92,40,South Australia,Barossa Valley,Shiraz,Kalleske
58079,Australia,92,150,South Australia,Barossa,Shiraz,Grant Burge
58084,Australia,91,21,Victoria,Victoria,Riesling,Mount Langi Ghiran
58089,Australia,91,75,South Australia,McLaren Vale,Shiraz,Coriole
58090,Australia,91,60,South Australia,Barossa Valley,Shiraz,Two Hands
58154,Australia,89,27,South Australia,Barossa,Cabernet Sauvignon,Glen Eldon
58354,Australia,92,60,South Australia,Barossa Valley,Shiraz,Teusner
58357,Australia,92,40,South Australia,Barossa Valley,Shiraz,John Duval Wines
58359,Australia,92,79,South Australia,Barossa,Cabernet Sauvignon,Elderton
58363,Australia,92,47,South Australia,Barossa Valley,Shiraz,Steve Hoff
58367,Australia,91,40,South Australia,Barossa Valley,Shiraz,Charles Melton
58369,Australia,91,75,South Australia,Barossa Valley,Shiraz,Greenock Creek
58390,Australia,90,16,South Australia,Clare Valley,Riesling,Marlargo
58392,Australia,90,66,South Australia,McLaren Vale,Shiraz,Mitolo
58393,Australia,90,18,South Australia,Adelaide Hills,Sauvignon Blanc,Groom
58406,Australia,90,15,Western Australia,Frankland River,Riesling,Rocky Gully
58407,Australia,90,66,South Australia,Barossa Valley,Shiraz,Butting Heads
58646,Australia,84,17,South Australia,McLaren Vale,Chardonnay,RockBare
58669,Australia,91,20,South Australia,Barossa Valley,Shiraz,Torbreck
58678,Australia,91,33,South Australia,Barossa Valley,Shiraz,Jacob's Creek
58752,Australia,89,36,South Australia,Barossa,Shiraz,Grant Burge
58944,Australia,84,28,Western Australia,Pemberton,Chardonnay,Picardy
58951,Australia,91,65,South Australia,Barossa Valley,Shiraz,The Colonial Estate
58954,Australia,91,33,South Australia,Barossa Valley,Shiraz,Jacob's Creek
58955,Australia,91,,South Australia,Barossa,Shiraz,Henschke
58958,Australia,91,50,South Australia,Barossa,Shiraz,Gibson's BarossaVale
58959,Australia,91,,South Australia,Barossa,Shiraz,Grant Burge
58969,Australia,90,,South Australia,Barossa Valley,Shiraz,Craneford
58981,Australia,89,17,South Australia,Clare Valley,Riesling,Wakefield Estate
59042,Australia,91,30,South Australia,Clare Valley,Cabernet Sauvignon,Kilikanoon
59079,Australia,88,30,South Australia,Southern Flinders Ranges,Shiraz,Flinders Run
59088,Australia,88,30,South Australia,Clare Valley,Cabernet Sauvignon,Koonowla
59137,Australia,87,20,Victoria,Heathcote,Cabernet Sauvignon,Marlargo
59230,Australia,84,26,Western Australia,Margaret River,Chardonnay,Evans & Tate
59252,Australia,89,15,South Australia,Clare Valley,Riesling,Long Flat
59253,Australia,89,25,South Australia,Clare Valley,Riesling,Pikes
59271,Australia,89,60,South Australia,McLaren Vale,Shiraz,Two Hands
59286,Australia,90,35,South Australia,Barossa Valley,Shiraz,The Colonial Estate
59287,Australia,90,75,South Australia,Barossa,Shiraz,Peter Lehmann
59288,Australia,90,38,South Australia,Barossa,Shiraz,Peter Lehmann
59297,Australia,90,95,South Australia,Barossa,Shiraz,Grant Burge
59301,Australia,90,70,South Australia,Barossa,Shiraz,Barossa Valley Estate
59527,Australia,88,18,South Australia,Adelaide Hills,Riesling,Longview
59554,Australia,83,20,South Australia,McLaren Vale,Chardonnay,Aurora
59580,Australia,90,51,South Australia,Eden Valley,Shiraz,Tin Shed
59584,Australia,90,48,South Australia,Barossa,Shiraz,Schild Estate
59597,Australia,90,26,South Australia,Barossa,Cabernet Sauvignon,Elderton
59599,Australia,90,25,South Australia,Barossa Valley,Shiraz,Hentley Farm
59601,Australia,90,33,South Australia,Barossa Valley,Shiraz,Jacob's Creek
59604,Australia,90,,South Australia,Barossa,Shiraz,Grant Burge
59609,Australia,90,36,South Australia,Barossa,Shiraz,Peter Lehmann
59665,Australia,90,35,South Australia,Adelaide Hills,Shiraz,Shaw and Smith
59739,Australia,87,30,South Australia,Padthaway,Cabernet Sauvignon,Henry's Drive Vignerons
59822,Australia,88,12,South Australia,Clare Valley,Riesling,Leasingham
59849,Australia,88,,Western Australia,Western Australia,Riesling,Mad Fish
59858,Australia,90,47,South Australia,Barossa Valley,Cabernet Sauvignon,Lunar Wines
59860,Australia,90,60,South Australia,Barossa,Shiraz,Peter Lehmann
59866,Australia,90,,South Australia,Barossa,Shiraz,Charles Cimicky
59879,Australia,90,22,South Australia,Barossa Valley,Shiraz,Hewitson
59887,Australia,83,13,South Australia,McLaren Vale,Chardonnay,Yangarra Estate Vineyard
60018,Australia,88,23,South Australia,Barossa,Shiraz,Loose End
60098,Australia,90,64,South Australia,Barossa,Shiraz,The Willows
60099,Australia,90,85,South Australia,Barossa Valley,Shiraz,Barossa Valley Estate
60103,Australia,90,90,South Australia,Barossa Valley,Shiraz,Hentley Farm
60112,Australia,90,50,South Australia,Barossa Valley,Shiraz,Mitolo
60114,Australia,90,80,South Australia,Barossa Valley,Shiraz,Stanley Lambert
60117,Australia,90,95,South Australia,Barossa,Shiraz,Peter Lehmann
60150,Australia,88,18,Victoria,Yarra Valley,Cabernet Sauvignon,Yering Station
60156,Australia,88,27,South Australia,Barossa,Shiraz,Grant Burge
60192,Australia,84,15,Western Australia,Western Australia,Pinot Noir,Plantagenet
60244,Australia,82,7,Australia Other,South Eastern Australia,Cabernet Sauvignon,Yellow Tail
60246,Australia,82,7,South Australia,South Australia,Chardonnay,Angove's
60247,Australia,82,8,Australia Other,South Eastern Australia,Cabernet Sauvignon,Lindemans
60250,Australia,81,12,New South Wales,Mudgee,Shiraz,Canonbah Bridge
60289,Australia,94,100,South Australia,Clare Valley,Shiraz,Jim Barry
60332,Australia,87,14,South Australia,Coonawarra,Cabernet Sauvignon,Long Flat
60339,Australia,87,35,Victoria,Heathcote,Shiraz,Taltarni
60341,Australia,87,24,South Australia,Coonawarra,Cabernet Sauvignon,Rosemount
60347,Australia,87,12,Australia Other,South Eastern Australia,Chardonnay,McWilliam's Hanwood Estate
60351,Australia,87,14,South Australia,Barossa,Shiraz,Long Flat
60390,Australia,90,110,South Australia,Barossa,Shiraz,Yalumba
60403,Australia,89,45,South Australia,Barossa Valley,Shiraz,Glaetzer
60406,Australia,89,33,South Australia,Barossa Valley,Shiraz,Jacob's Creek
60414,Australia,89,29,South Australia,Eden Valley,Shiraz,Tin Shed
60494,Australia,83,20,New South Wales,Tumbarumba,Pinot Noir,Hungerford Hill
60544,Australia,87,15,Western Australia,Western Australia,Sauvignon Blanc,Mad Fish
60545,Australia,87,15,Western Australia,Western Australia,Chardonnay,Indis
60565,Australia,86,14,Victoria,Yarra Valley,Chardonnay,Long Flat
60570,Australia,93,34,South Australia,Wrattonbully,Chardonnay,Pepper Tree
60663,Australia,89,14,South Australia,Barossa,Shiraz,Archetype
60668,Australia,89,33,South Australia,Barossa Valley,Shiraz,Jacob's Creek
60674,Australia,89,35,South Australia,Barossa Valley,Cabernet Sauvignon,The Colonial Estate
60683,Australia,89,20,South Australia,Barossa Valley,Shiraz,Fetish
60687,Australia,89,31,South Australia,Barossa,Shiraz,Grant Burge
60689,Australia,89,42,South Australia,South Australia,Shiraz,Penfolds
60762,Australia,82,20,South Australia,Adelaide Hills,Sauvignon Blanc,Bird in Hand
60765,Australia,82,25,Victoria,Mornington Peninsula,Pinot Noir,Stonier
60784,Australia,86,13,Western Australia,Western Australia,Shiraz,Windshaker Ridge
60789,Australia,86,12,South Australia,Barossa Valley,Chardonnay,Barossa Valley Estate
60791,Australia,86,14,South Australia,Eden Valley,Riesling,Long Flat
60797,Australia,86,15,Western Australia,Pemberton,Chardonnay,Wise
60798,Australia,86,11,New South Wales,Gundagai,Shiraz,Thorny Devil
60799,Australia,86,21,Victoria,Yarra Valley,Pinot Noir,Oakridge
60800,Australia,86,12,Western Australia,Western Australia,Chardonnay,Palandri
60802,Australia,86,18,South Australia,Adelaide Hills,Sauvignon Blanc,3 Hills High
60853,Australia,92,64,South Australia,Barossa,Shiraz,St Hallett
60933,Australia,89,40,South Australia,Barossa Valley,Shiraz,Tait Wines
60937,Australia,89,25,South Australia,Barossa Valley,Shiraz,Teusner
60940,Australia,89,23,South Australia,Eden Valley,Shiraz,Heathvale
60949,Australia,89,28,South Australia,Barossa Valley,Cabernet Sauvignon,Steve Hoff
60957,Australia,89,29,South Australia,Barossa,Shiraz,Elderton
61014,Australia,88,16,South Australia,Eden Valley,Riesling,Pewsey Vale
61115,Australia,86,14,Western Australia,Western Australia,Chardonnay,Bush Bike
61126,Australia,86,12,South Australia,South Australia,Shiraz,Wirra Wirra
61132,Australia,86,16,South Australia,Langhorne Creek,Shiraz,The Winner's Tank
61133,Australia,86,65,South Australia,Barossa Valley,Shiraz,Schild Estate
61139,Australia,86,17,Victoria,Yarra Valley,Chardonnay,Yering Station
61236,Australia,89,30,South Australia,Barossa Valley,Shiraz,Two Hands
61240,Australia,89,75,South Australia,Barossa,Shiraz,Peter Lehmann
61251,Australia,88,23,South Australia,Barossa Valley,Cabernet Sauvignon,Langmeil
61256,Australia,88,16,South Australia,Barossa,Shiraz,St Hallett
61257,Australia,88,23,South Australia,South Australia,Shiraz,Penfolds
61258,Australia,88,90,South Australia,Barossa,Shiraz,Peter Lehmann
61272,Australia,88,16,South Australia,Adelaide,Sauvignon Blanc,Nepenthe
61299,Australia,85,14,Victoria,Victoria,Chardonnay,Greg Norman Estates
61302,Australia,85,22,South Australia,Coonawarra,Shiraz,Katnook Estate
61307,Australia,85,14,Western Australia,Frankland River,Shiraz,Rocky Gully
61310,Australia,85,25,South Australia,Adelaide Hills,Chardonnay,Ranfurlys Way
61311,Australia,85,25,South Australia,Clare Valley,Shiraz,Reilly's
61313,Australia,85,16,Western Australia,Margaret River,Chardonnay,Evans & Tate
61318,Australia,85,15,Western Australia,Western Australia,Chardonnay,Mad Fish
61325,Australia,93,400,South Australia,Eden Valley,Shiraz,Henschke
61393,Australia,91,59,Victoria,Nagambie Lakes,Cabernet Sauvignon,Tahbilk
61501,Australia,88,25,South Australia,Barossa,Shiraz,Wolf Blass
61519,Australia,88,40,South Australia,Barossa Valley,Shiraz,JJ Hahn
61522,Australia,88,36,South Australia,Barossa,Shiraz,Peter Lehmann
61524,Australia,88,30,South Australia,Barossa Valley,Cabernet Sauvignon,Tait Wines
61525,Australia,88,35,South Australia,Barossa,Shiraz,St Hallett
61574,Australia,88,13,South Australia,Clare Valley,Riesling,Reilly's
61592,Australia,87,60,Victoria,Nagambie Lakes,Cabernet Sauvignon,Tahbilk
61644,Australia,90,50,South Australia,Coonawarra,Shiraz,Katnook Estate
61656,Australia,92,85,South Australia,Barossa,Shiraz,Wolf Blass
61669,Australia,91,35,South Australia,Barossa,Shiraz,St Hallett
61678,Australia,91,15,South Australia,Clare Valley,Riesling,Leasingham
61783,Australia,92,70,Victoria,Yarra Valley,Shiraz,Strathewen Hills
61804,Australia,88,35,South Australia,Barossa,Shiraz,Barossa Valley Estate
61812,Australia,88,21,South Australia,Barossa,Shiraz,Loose End
61814,Australia,88,,South Australia,Barossa,Shiraz,Peter Lehmann
61816,Australia,88,95,South Australia,Eden Valley,Shiraz,Poonawatta Estate
61819,Australia,88,25,South Australia,Barossa Valley,Shiraz,Tempus Two
61820,Australia,88,30,South Australia,Barossa Valley,Shiraz,The Willows
61824,Australia,88,17,South Australia,Barossa Valley,Shiraz,Ross Estate
61861,Australia,90,30,New South Wales,Orange,Chardonnay,Philip Shaw
62043,Australia,88,35,South Australia,Barossa Valley,Shiraz,Balthazar of the Barossa
62046,Australia,88,15,South Australia,Barossa Valley,Shiraz,Hentley Farm
62048,Australia,88,19,South Australia,Barossa,Shiraz,Grant Burge
62056,Australia,88,33,South Australia,Barossa Valley,Shiraz,Craneford
62059,Australia,88,29,South Australia,Barossa,Shiraz,Steve Hoff
62066,Australia,87,33,South Australia,Barossa Valley,Shiraz,Craneford
62078,Australia,87,9,South Australia,Padthaway,Chardonnay,Henry's Drive Vignerons
62166,Australia,90,30,South Australia,Adelaide Hills,Chardonnay,The Colonial Estate
62167,Australia,90,85,South Australia,Barossa Valley,Shiraz,Barossa Valley Estate
62179,Australia,90,34,South Australia,Barossa Valley,Shiraz,Old School
62180,Australia,90,55,South Australia,Wrattonbully,Shiraz,Pepper Tree
62185,Australia,89,17,South Australia,Adelaide Hills,Sauvignon Blanc,Groom
62186,Australia,89,27,South Australia,Coonawarra,Shiraz,Bowen Estate
62280,Australia,87,,South Australia,Barossa,Cabernet Sauvignon,Grant Burge
62292,Australia,87,11,South Australia,Barossa,Shiraz,Nine Stones
62299,Australia,87,10,South Australia,Barossa,Shiraz,Wagtail
62336,Australia,87,12,New South Wales,Riverina,Shiraz,Nugan Family Estates
62370,Australia,89,22,South Australia,McLaren Vale,Cabernet Sauvignon,Tapestry
62371,Australia,89,23,South Australia,Coonawarra,Cabernet Sauvignon,Nugan Family Estates
62386,Australia,89,28,South Australia,Coonawarra,Cabernet Sauvignon,McWilliam's of Coonawarra
62387,Australia,89,25,South Australia,Coonawarra,Cabernet Sauvignon,Zema Estate
62389,Australia,89,20,Victoria,Pyrenees,Shiraz,Taltarni
62500,Australia,87,27,South Australia,Barossa Valley,Shiraz,Ross Estate
62538,Australia,87,18,South Australia,Adelaide,Sauvignon Blanc,Groom
62580,Australia,89,16,Victoria,Pyrenees,Shiraz,Blue Pyrenees
62596,Australia,89,15,Western Australia,Western Australia,Shiraz,Hope Estate
62598,Australia,89,45,South Australia,Coonawarra,Cabernet Sauvignon,Yalumba
62652,Australia,85,25,South Australia,Coonawarra,Cabernet Sauvignon,Nugan Family Estates
62654,Australia,85,17,South Australia,Clare Valley,Cabernet Sauvignon,Reilly's
62701,Australia,87,30,South Australia,Barossa Valley,Shiraz,Winter Creek
62715,Australia,87,20,South Australia,Barossa Valley,Shiraz,Archetype
62724,Australia,87,54,South Australia,Barossa Valley,Shiraz,Two Hands
62809,Australia,88,16,Victoria,Pyrenees,Chardonnay,Blue Pyrenees
62924,Australia,87,17,South Australia,Barossa Valley,Shiraz,Tait Wines
62937,Australia,86,15,South Australia,Barossa,Shiraz,Grant Burge
62950,Australia,86,12,New South Wales,Riverina,Cabernet Sauvignon,Nugan Family Estates
62966,Australia,86,9,Australia Other,South Eastern Australia,Chardonnay,Beelgara
62997,Australia,89,13,New South Wales,Hunter Valley,Shiraz,Hope Estate
63079,Australia,84,25,Victoria,Bendigo,Shiraz,Balgownie Estate
63097,Australia,86,27,South Australia,Barossa Valley,Cabernet Sauvignon,Ross Estate
63125,Australia,86,20,South Australia,Eden Valley,Riesling,Penfolds
