Wine ID,Country,Rate,Price,State,Region,variety,Winery
97963,Australia,90,18,South Australia,Adelaide Hills,Sauvignon Blanc,Groom
97976,Australia,90,15,Western Australia,Frankland River,Riesling,Rocky Gully
97977,Australia,90,66,South Australia,Barossa Valley,Shiraz,Butting Heads
98012,Australia,88,11,South Australia,Barossa,Chardonnay,Peter Lehmann
98050,Australia,88,18,South Australia,Adelaide Hills,Sauvignon Blanc,Groom
98105,Australia,89,15,South Australia,South Australia,Cabernet Sauvignon,Penfolds
98117,Australia,89,20,South Australia,Clare Valley,Riesling,Kilikanoon
98127,Australia,89,17,South Australia,Clare Valley,Shiraz,Wakefield Estate
98196,Australia,82,36,New South Wales,Hunter Valley,Shiraz,Meerea Park
98426,Australia,89,26,South Australia,Adelaide Hills,Chardonnay,Sidewood
98541,Australia,89,24,Western Australia,Frankland River,Chardonnay,Frankland Estate
98551,Australia,89,17,South Australia,Clare Valley,Riesling,Wakefield Estate
98609,Australia,87,13,South Australia,Barossa Valley,Chardonnay,Barossa Valley Estate
98648,Australia,98,135,South Australia,Barossa Valley,Shiraz,Standish
98659,Australia,96,135,South Australia,Barossa Valley,Shiraz,Standish
98670,Australia,89,16,Western Australia,Pemberton,Sauvignon Blanc,Robert Oatley
98671,Australia,89,21,South Australia,Adelaide,Sauvignon Blanc,Longview
98696,Australia,89,11,South Australia,McLaren Vale-Adelaide Hills,Chardonnay,D'Arenberg
98838,Australia,88,15,South Australia,South Australia,Cabernet Sauvignon,Hill of Content
98839,Australia,88,15,Western Australia,Pemberton,Chardonnay,Fonty's Pool
98852,Australia,89,15,South Australia,Clare Valley,Riesling,Long Flat
98853,Australia,89,25,South Australia,Clare Valley,Riesling,Pikes
98871,Australia,89,60,South Australia,McLaren Vale,Shiraz,Two Hands
98898,Australia,87,12,Australia Other,South Eastern Australia,Chardonnay,Andrew Peace
98903,Australia,87,12,South Australia,South Australia,Chardonnay,Jacob's Creek
98952,Australia,94,190,South Australia,Barossa Valley,Shiraz,Kaesler
98958,Australia,94,105,South Australia,Barossa Valley,Shiraz,Kilikanoon
99075,Australia,86,20,South Australia,South Australia,Shiraz,Hardys
99113,Australia,92,35,Victoria,Bendigo,Shiraz,Passing Clouds
99157,Australia,88,18,South Australia,Adelaide Hills,Riesling,Longview
99206,Australia,86,13,Australia Other,South Eastern Australia,Chardonnay,Tall Poppy
99263,Australia,93,75,South Australia,McLaren Vale,Shiraz,Mitolo
99307,Australia,88,27,South Australia,Padthaway,Shiraz,Morambro Creek
99383,Australia,85,17,Australia Other,South Eastern Australia,Shiraz,Wyndham Estate
99400,Australia,92,30,South Australia,Barossa,Shiraz,Kurtz Family
99435,Australia,88,23,South Australia,McLaren Vale,Cabernet Sauvignon,Kangarilla Road
99438,Australia,88,30,South Australia,Eden Valley,Chardonnay,Heggies Vineyard
99452,Australia,88,12,South Australia,Clare Valley,Riesling,Leasingham
99479,Australia,88,,Western Australia,Western Australia,Riesling,Mad Fish
99545,Australia,93,120,South Australia,Barossa Valley,Shiraz,Two Hands
99546,Australia,93,75,South Australia,Barossa,Shiraz,Henschke
99554,Australia,92,40,South Australia,Clare Valley,Shiraz,Kilikanoon
99555,Australia,92,70,South Australia,McLaren Vale,Shiraz,Kilikanoon
99569,Australia,92,60,South Australia,McLaren Vale,Shiraz,Two Hands
99607,Australia,88,48,South Australia,Fleurieu Peninsula,Pinot Noir,TapaNappa
99628,Australia,88,18,South Australia,Adelaide,Sauvignon Blanc,Hewitson
99724,Australia,88,20,South Australia,Coonawarra,Cabernet Sauvignon,Penley Estate
99743,Australia,88,20,South Australia,Adelaide,Chardonnay,Longview
99824,Australia,86,12,South Australia,South Australia,Chardonnay,Wolf Blass
99837,Australia,86,13,Australia Other,South Eastern Australia,Chardonnay,Tall Poppy
99846,Australia,92,30,South Australia,Barossa,Shiraz,Schubert
99855,Australia,92,50,South Australia,Padthaway,Shiraz,Henry's Drive Vignerons
99862,Australia,92,35,South Australia,Barossa,Shiraz,Schild Estate
99869,Australia,91,105,South Australia,McLaren Vale,Shiraz,Andrew Hardy
99912,Australia,88,17,South Australia,Clare Valley,Cabernet Sauvignon,Wakefield Estate
100028,Australia,88,19,South Australia,McLaren Vale,Cabernet Sauvignon,D'Arenberg
100113,Australia,91,35,South Australia,Barossa Valley,Shiraz,Two Hands
100115,Australia,91,30,South Australia,Southern Flinders Ranges,Shiraz,Flinders Run
100131,Australia,91,125,New South Wales,Hunter Valley,Shiraz,Brokenwood
100134,Australia,91,110,South Australia,Eden Valley,Shiraz,Henschke
100136,Australia,91,29,Western Australia,Great Southern,Shiraz,Plantagenet
100137,Australia,91,37,South Australia,McLaren Vale,Shiraz,Oliverhill
100147,Australia,85,9,Australia Other,South Eastern Australia,Chardonnay,Hardys
100224,Australia,88,29,South Australia,Clare Valley,Cabernet Sauvignon,Koonowla
100312,Australia,90,110,South Australia,Eden Valley,Cabernet Sauvignon,Henschke
100336,Australia,87,16,South Australia,Limestone Coast,Chardonnay,TLC
100362,Australia,87,28,South Australia,Barossa,Riesling,Jacob's Creek
100387,Australia,91,70,South Australia,Clare Valley,Shiraz,Kilikanoon
100402,Australia,90,55,South Australia,McLaren Vale,Shiraz,Tapestry
100404,Australia,90,21,Western Australia,Margaret River,Shiraz,Vasse River
100406,Australia,90,35,South Australia,McLaren Vale,Shiraz,Two Hands
100456,Australia,85,28,Victoria,Bendigo,Riesling,Lamont
100510,Australia,88,18,South Australia,Adelaide Hills,Shiraz,Sidewood
100516,Australia,88,13,South Australia,Limestone Coast,Shiraz,Mt. Monster
100602,Australia,90,45,Western Australia,Margaret River,Cabernet Sauvignon,Cape Mentelle
100623,Australia,87,25,Western Australia,Margaret River,Chardonnay,Hay Shed Hill
100643,Australia,87,13,Victoria,Victoria,Sauvignon Blanc,Taltarni
100666,Australia,87,20,Tasmania,Tasmania,Riesling,Lalla Gully
100691,Australia,90,25,South Australia,Adelaide Hills,Shiraz,Longview
100692,Australia,90,40,South Australia,McLaren Vale,Shiraz,Kilikanoon
100695,Australia,90,23,New South Wales,Hunter Valley,Shiraz,Meerea Park
100697,Australia,90,13,Western Australia,Western Australia,Shiraz,Plantagenet
100698,Australia,90,27,South Australia,McLaren Vale,Shiraz,Tapestry
100704,Australia,90,36,New South Wales,Hunter Valley,Shiraz,Brokenwood
100709,Australia,90,55,South Australia,McLaren Vale,Shiraz,Mitolo
100754,Australia,85,13,South Australia,South Australia,Chardonnay,Wakefield Estate
100764,Australia,84,13,Australia Other,South Eastern Australia,Chardonnay,Four Sisters
100817,Australia,87,15,South Australia,McLaren Vale,Chardonnay,Tapestry
100822,Australia,87,8,South Australia,South Australia,Chardonnay,Oxford Landing
100825,Australia,87,37,South Australia,Clare Valley,Cabernet Sauvignon,Pearson Vineyards
100892,Australia,90,30,South Australia,Barossa,Shiraz,Steve Hoff
100978,Australia,87,21,South Australia,Adelaide Hills,Sauvignon Blanc,Shottesbrooke
100980,Australia,90,38,South Australia,Clare Valley,Shiraz,Jim Barry
100992,Australia,90,40,South Australia,McLaren Vale,Shiraz,D'Arenberg
100995,Australia,90,235,South Australia,Clare Valley,Shiraz,Kilikanoon
100999,Australia,90,18,Victoria,Bendigo,Shiraz,Water Wheel
101069,Australia,84,6,Australia Other,South Eastern Australia,Chardonnay,Hardys
101117,Australia,87,13,Australia Other,Australia,Cabernet Sauvignon,De Bortoli
101204,Australia,89,27,South Australia,Barossa,Cabernet Sauvignon,Glen Eldon
101279,Australia,86,12,Australia Other,South Eastern Australia,Riesling,McWilliam's Hanwood Estate
101280,Australia,90,18,Western Australia,Western Australia,Shiraz,West Cape Howe
101282,Australia,89,26,New South Wales,Hilltops,Shiraz,Clonakilla
101286,Australia,89,37,South Australia,McLaren Vale,Shiraz,Oliverhill
101289,Australia,89,60,South Australia,Padthaway,Shiraz,Two Hands
101298,Australia,89,20,South Australia,Padthaway,Shiraz,Henry's Drive Vignerons
101299,Australia,89,65,South Australia,McLaren Vale,Shiraz,D'Arenberg
101301,Australia,89,22,Western Australia,Mount Barker,Shiraz,Capel Vale
101302,Australia,89,15,South Australia,South Australia,Shiraz,Layer Cake
101304,Australia,89,18,Western Australia,Margaret River,Shiraz,Xanadu
101356,Australia,84,7,Australia Other,South Eastern Australia,Chardonnay,Kilda
101580,Australia,89,39,South Australia,McLaren Vale,Shiraz,Cape Barren
101584,Australia,89,35,Western Australia,Margaret River,Shiraz,Leeuwin Estate
101585,Australia,89,20,Western Australia,Margaret River,Shiraz,Leeuwin Estate
101588,Australia,89,67,South Australia,McLaren Vale,Shiraz,Shirvington
101590,Australia,89,95,Victoria,Heathcote,Shiraz,Heathcote Estate
101594,Australia,89,30,New South Wales,Western Plains,Shiraz,Canonbah Bridge
101603,Australia,89,175,South Australia,Clare Valley,Shiraz,Jim Barry
101606,Australia,89,30,South Australia,Southern Flinders Ranges,Shiraz,Tait Wines
101643,Australia,83,5,Australia Other,South Eastern Australia,Chardonnay,Kelly's Revenge
101650,Australia,83,13,Australia Other,South Eastern Australia,Chardonnay,Green Path
101653,Australia,83,5,Australia Other,South Eastern Australia,Chardonnay,Banrock Station
101662,Australia,83,8,Australia Other,South Eastern Australia,Chardonnay,Bulletin Place
101705,Australia,87,35,South Australia,Clare Valley,Riesling,Kilikanoon
101792,Australia,87,18,South Australia,Langhorne Creek,Cabernet Sauvignon,Bleasdale
101832,Australia,89,36,South Australia,Barossa,Shiraz,Grant Burge
101850,Australia,86,12,South Australia,South Australia,Sauvignon Blanc,Yalumba
101905,Australia,88,23,South Australia,McLaren Vale,Shiraz,Kangarilla Road
102081,Australia,91,31,South Australia,Clare Valley,Riesling,Mount Horrocks
102104,Australia,86,15,South Australia,Barossa,Chardonnay,Schild Estate
102115,Australia,86,13,South Australia,South Australia,Chardonnay,Woolundry Rd
102129,Australia,88,30,South Australia,Southern Flinders Ranges,Shiraz,Flinders Run
102138,Australia,88,30,South Australia,Clare Valley,Cabernet Sauvignon,Koonowla
102152,Australia,85,20,Western Australia,Western Australia,Riesling,Howard Park
102180,Australia,88,20,South Australia,Adelaide Hills,Shiraz,Nova Vita
102196,Australia,88,14,New South Wales,Hilltops,Shiraz,Nine Stones
102256,Australia,81,8,Australia Other,South Eastern Australia,Chardonnay,Andrew Peace
102319,Australia,87,20,South Australia,Clare Valley,Riesling,Koonowla
102395,Australia,86,17,South Australia,Adelaide Hills,Sauvignon Blanc,Angove's
102456,Australia,88,30,Victoria,Heathcote,Shiraz,Tar & Roses
102457,Australia,88,15,Western Australia,Margaret River,Shiraz,Kiss Chasey
102479,Australia,88,27,Western Australia,Western Australia,Shiraz,Willow Bridge
102500,Australia,85,19,Victoria,Yarra Valley,Sauvignon Blanc,Coldstream Hills
102622,Australia,86,19,South Australia,Barossa,Shiraz,Ch??teau Tanunda
102694,Australia,86,11,Australia Other,South Eastern Australia,Chardonnay,Tamburlaine
102761,Australia,87,14,New South Wales,Hilltops,Shiraz,Nine Stones
102763,Australia,87,25,South Australia,McLaren Vale,Shiraz,Nugan Family Estates
103005,Australia,86,17,Western Australia,Pemberton,Sauvignon Blanc,Larry Cherubino
103038,Australia,88,23,South Australia,Barossa,Shiraz,Loose End
103064,Australia,87,22,Victoria,Grampians,Shiraz,A.T. Richardson
103104,Australia,84,5,Australia Other,South Eastern Australia,Riesling,Banrock Station
103138,Australia,93,70,South Australia,South Australia,Chardonnay,TapaNappa
103200,Australia,86,14,South Australia,Adelaide,Riesling,Penfolds
103213,Australia,86,10,South Australia,South Australia,Chardonnay,Rocland Estate
103228,Australia,86,20,South Australia,Clare Valley,Riesling,Petaluma
103314,Australia,85,18,South Australia,McLaren Vale,Chardonnay,Hugo
103320,Australia,88,18,Victoria,Yarra Valley,Cabernet Sauvignon,Yering Station
103326,Australia,88,27,South Australia,Barossa,Shiraz,Grant Burge
103355,Australia,87,25,South Australia,McLaren Vale,Shiraz,Yangarra Estate Vineyard
103362,Australia,87,30,South Australia,McLaren Vale,Shiraz,Longwood
103364,Australia,87,27,South Australia,Barossa Valley-McLaren Vale,Shiraz,Brokenwood
103508,Australia,86,20,Western Australia,Western Australia,Pinot Noir,West Cape Howe
103512,Australia,86,13,South Australia,Limestone Coast,Chardonnay,Mt. Monster
103513,Australia,86,16,South Australia,Adelaide,Chardonnay,Nepenthe
103524,Australia,86,18,South Australia,Clare Valley,Riesling,Fire Block
103618,Australia,85,21,Western Australia,Great Southern,Chardonnay,Plantagenet
103658,Australia,83,13,Australia Other,South Eastern Australia,Riesling,Kono Bar??
103683,Australia,87,14,Victoria,Victoria,Shiraz,Green Point
103684,Australia,87,15,Victoria,Heathcote,Shiraz,Cooralook
103690,Australia,87,20,South Australia,McLaren Vale,Shiraz,Vinaceous
103725,Australia,92,27,Western Australia,Pemberton,Chardonnay,Wise
103885,Australia,85,16,Victoria,Yarra Valley,Chardonnay,Green Point
103957,Australia,86,9,South Australia,Padthaway,Shiraz,Henry's Drive Vignerons
103978,Australia,86,14,New South Wales,Western Plains,Shiraz,Ram's Leap
104167,Australia,85,16,South Australia,McLaren Vale,Chardonnay,Spring Seed Wine Co.
104188,Australia,85,19,Western Australia,Margaret River,Chardonnay,Vasse Felix
104266,Australia,86,15,South Australia,South Australia,Shiraz,2 Up
104277,Australia,86,60,Victoria,Heathcote,Shiraz,Two Hands
104300,Australia,93,75,South Australia,McLaren Vale,Shiraz,Oriel
104311,Australia,91,66,South Australia,Henty,Chardonnay,Penfolds
104334,Australia,91,30,Australia Other,South Eastern Australia,Chardonnay,Littore
104410,Australia,85,19,South Australia,Padthaway,Chardonnay,Jip Jip Rocks
104412,Australia,85,16,South Australia,Coonawarra,Cabernet Sauvignon,Nick Faldo
104416,Australia,85,10,South Australia,South Australia,Chardonnay,Yalumba
104462,Australia,85,9,Australia Other,South Eastern Australia,Shiraz,Beelgara
104472,Australia,85,21,Western Australia,Margaret River,Chardonnay,Vasse River
104476,Australia,85,11,Western Australia,Western Australia,Chardonnay,The Wishing Tree
104552,Australia,86,29,South Australia,McLaren Vale,Shiraz,Cape Barren
104554,Australia,86,14,South Australia,McLaren Vale,Shiraz,Nine Stones
104562,Australia,85,19,South Australia,McLaren Vale,Shiraz,D'Arenberg
104578,Australia,85,12,Victoria,Victoria,Shiraz,Marquee
104702,Australia,85,18,South Australia,Adelaide,Riesling,Wirra Wirra
104703,Australia,85,10,South Australia,South Australia,Sauvignon Blanc,Yalumba
104731,Australia,84,17,Western Australia,Pemberton,Chardonnay,Larry Cherubino
104822,Australia,87,60,Victoria,Nagambie Lakes,Cabernet Sauvignon,Tahbilk
104851,Australia,85,15,Western Australia,Western Australia,Shiraz,Willow Bridge
104861,Australia,85,13,New South Wales,Hunter Valley,Shiraz,Hope Estate
104865,Australia,85,11,Western Australia,Western Australia,Shiraz,The Wishing Tree
104899,Australia,90,79,Western Australia,Margaret River,Chardonnay,Leeuwin Estate
104903,Australia,90,27,Western Australia,Western Australia,Chardonnay,Wise
104910,Australia,92,65,South Australia,Coonawarra,Shiraz,Penley Estate
104920,Australia,92,50,South Australia,South Australia,Shiraz,John's Blend
105022,Australia,84,30,Victoria,Yarra Valley,Pinot Noir,Giant Steps
105026,Australia,84,35,South Australia,Adelaide,Pinot Noir,D'Arenberg
105045,Australia,84,8,Australia Other,Australia-New Zealand,Sauvignon Blanc,Yellow Tail
105048,Australia,84,14,South Australia,Coonawarra,Sauvignon Blanc,Nick Faldo
105056,Australia,84,9,Australia Other,South Eastern Australia,Shiraz,Kilda
105216,Australia,91,40,South Australia,McLaren Vale,Shiraz,Longwood
105230,Australia,91,21,Western Australia,Margaret River,Shiraz,Wise
105239,Australia,91,20,South Australia,Barossa,Shiraz,Jenke
105382,Australia,84,8,Australia Other,South Eastern Australia,Shiraz,Wyndham Estate
105459,Australia,90,27,Western Australia,Western Australia,Chardonnay,Wise
105466,Australia,90,28,South Australia,South Australia,Chardonnay,Jacob's Creek
105486,Australia,85,20,South Australia,McLaren Vale,Shiraz,Sylvan Springs
105492,Australia,85,13,Western Australia,Margaret River,Shiraz,Xanadu
105538,Australia,91,53,South Australia,South Australia,Shiraz,Penfolds
105588,Australia,84,13,Victoria,Yarra Valley,Pinot Noir,Yering Station
105689,Australia,83,10,Australia Other,South Eastern Australia,Shiraz,Jindalee
105753,Australia,89,25,South Australia,Barossa,Chardonnay,Jenke
105763,Australia,89,19,Western Australia,Western Australia,Chardonnay,West Cape Howe
105815,Australia,90,25,Western Australia,Margaret River,Shiraz,Howard Park
105834,Australia,90,60,South Australia,McLaren Vale,Shiraz,Wirra Wirra
105837,Australia,90,40,Victoria,Pyrenees,Shiraz,Domaine Terlato & Chapoutier
105875,Australia,84,17,South Australia,Clare Valley,Riesling,Wakefield Estate
105895,Australia,83,23,South Australia,McLaren Vale,Cabernet Sauvignon,Mitolo
105942,Australia,83,15,Western Australia,Western Australia,Chardonnay,Plantagenet
106032,Australia,85,25,South Australia,Coonawarra,Cabernet Sauvignon,Nugan Family Estates
106034,Australia,85,17,South Australia,Clare Valley,Cabernet Sauvignon,Reilly's
106087,Australia,84,35,South Australia,Clare Valley,Shiraz,Reilly's
106097,Australia,84,11,South Australia,McLaren Vale,Shiraz,D'Arenberg
106111,Australia,90,50,South Australia,Limestone Coast,Shiraz,Greg Norman Estates
106122,Australia,90,50,South Australia,South Australia,Shiraz,Penfolds
106136,Australia,90,20,Western Australia,Margaret River,Shiraz,Juniper
106137,Australia,90,23,South Australia,Coonawarra,Shiraz,Penfolds
106247,Australia,82,11,South Australia,South Australia,Shiraz,Cockatoo Ridge
106253,Australia,82,8,Australia Other,South Eastern Australia,Shiraz,Jacob's Creek
106370,Australia,88,,South Australia,McLaren Vale,Shiraz,Songlines
106412,Australia,90,35,Victoria,Heathcote,Shiraz,Taltarni
106414,Australia,90,29,Western Australia,Margaret River,Shiraz,Woody Nook
106533,Australia,81,7,South Australia,South Australia,Cabernet Sauvignon,Ballast Stone Estate Wines
106639,Australia,84,25,Victoria,Bendigo,Shiraz,Balgownie Estate
106674,Australia,88,25,Western Australia,Margaret River,Chardonnay,Cape Mentelle
106686,Australia,83,60,South Australia,Clare Valley,Shiraz,Two Hands
106695,Australia,83,10,Victoria,Victoria,Shiraz,Redbank
106710,Australia,90,50,South Australia,Clarendon,Shiraz,Joseph
106720,Australia,90,35,South Australia,Clare Valley,Shiraz,Reilly's
106722,Australia,90,24,Western Australia,Margaret River,Shiraz,Vasse River
106723,Australia,90,17,South Australia,Barossa Valley,Shiraz,Tait Wines
106901,Australia,85,30,Victoria,Yarra Valley,Pinot Noir,Labyrinth
106962,Australia,88,30,South Australia,Adelaide Hills,Chardonnay,Shaw and Smith
107025,Australia,89,17,Western Australia,Margaret River,Shiraz,Wildberry Estate
107202,Australia,85,14,Tasmania,Tasmania,Riesling,Ninth Island
107203,Australia,84,9,Australia Other,South Eastern Australia,Chardonnay,De Bortoli
107277,Australia,87,25,South Australia,McLaren Vale,Shiraz,Forefathers
107290,Australia,81,18,South Australia,McLaren Vale,Shiraz,RockBare
107318,Australia,89,20,Western Australia,Margaret River,Shiraz,Leeuwin Estate
107334,Australia,89,18,South Australia,McLaren Vale,Shiraz,Tintara
107337,Australia,89,31,South Australia,Adelaide Hills,Shiraz,Shaw and Smith
107501,Australia,83,15,South Australia,Coonawarra,Cabernet Sauvignon,Waca
107669,Australia,84,22,South Australia,McLaren Vale,Shiraz,Shingleback
107741,Australia,84,18,Victoria,Yarra Valley,Riesling,Yering Station
108418,Australia,92,29,South Australia,Barossa,Shiraz,Glen Eldon
108423,Australia,86,17,South Australia,McLaren Vale,Chardonnay,Tapestry
108424,Australia,86,23,Western Australia,Margaret River,Chardonnay,Vasse River
108435,Australia,86,14,Australia Other,South Eastern Australia,Chardonnay,Tyrrell's
108442,Australia,86,28,Western Australia,Margaret River,Chardonnay,Edwards
108450,Australia,88,24,South Australia,Clare Valley,Shiraz,Leasingham
108455,Australia,88,25,Western Australia,Margaret River,Shiraz,Celestial Bay
108466,Australia,87,20,South Australia,Barossa Valley,Shiraz,Cigale
108692,Australia,92,55,South Australia,McLaren Vale,Shiraz,Tapestry
108694,Australia,92,37,South Australia,Barossa Valley,Shiraz,Ross Estate
108716,Australia,92,40,South Australia,Clare Valley,Shiraz,Kilikanoon
108845,Australia,82,12,Australia Other,South Eastern Australia,Chardonnay,Yellow by Yellowglen
109002,Australia,91,50,South Australia,Barossa Valley,Shiraz,Murray Street
109005,Australia,91,38,South Australia,Langhorne Creek,Shiraz,Brothers in Arms
109014,Australia,91,19,Western Australia,Margaret River,Shiraz,Watershed
109043,Australia,85,30,South Australia,McLaren Vale,Shiraz,Brick Road
109057,Australia,87,30,South Australia,Southern Fleurieu,Shiraz,Mt. Billy
109066,Australia,87,16,South Australia,Barossa,Shiraz,St Hallett
109071,Australia,87,55,South Australia,Coonawarra,Shiraz,McWilliam's of Coonawarra
109297,Australia,91,36,New South Wales,Hunter Valley,Shiraz,Meerea Park
109351,Australia,87,47,South Australia,McLaren Vale,Shiraz,Hewitson
109360,Australia,87,18,Western Australia,Western Australia,Shiraz,Xanadu
109376,Australia,87,19,South Australia,Clare Valley,Shiraz,Fire Block
109417,Australia,94,48,South Australia,Barossa,Shiraz,Schild Estate
109432,Australia,93,225,South Australia,South Australia,Shiraz,Penfolds
109646,Australia,84,17,South Australia,McLaren Vale,Chardonnay,RockBare
109674,Australia,86,25,Victoria,Macedon Ranges,Pinot Noir,Rochford
109712,Australia,92,80,South Australia,McLaren Vale,Shiraz,Tyrrell's
109718,Australia,92,45,South Australia,McLaren Vale,Shiraz,Mitolo
109872,Australia,90,35,Western Australia,Margaret River,Shiraz,Leeuwin Estate
109877,Australia,90,30,South Australia,Barossa Valley,Shiraz,Murray Street
109882,Australia,90,30,Western Australia,Margaret River,Shiraz,Vasse Felix
109944,Australia,84,28,Western Australia,Pemberton,Chardonnay,Picardy
110051,Australia,91,18,South Australia,Barossa Valley,Shiraz,Ross Estate
110108,Australia,92,25,South Australia,Adelaide Hills,Sauvignon Blanc,Shaw and Smith
110177,Australia,90,74,South Australia,McLaren Vale,Shiraz,Nashwauk
110187,Australia,90,65,South Australia,Coonawarra,Shiraz,Penley Estate
110230,Australia,84,26,Western Australia,Margaret River,Chardonnay,Evans & Tate
110270,Australia,86,14,South Australia,Barossa,Shiraz,Nine Stones
110271,Australia,86,45,South Australia,Clare Valley,Shiraz,Leasingham
110353,Australia,90,65,South Australia,McLaren Vale,Shiraz,D'Arenberg
110361,Australia,90,75,South Australia,Barossa Valley,Shiraz,Penfolds
110468,Australia,90,30,South Australia,McLaren Vale,Shiraz,Shingleback
110477,Australia,90,32,Victoria,Heathcote,Shiraz,Eppalock Ridge
110483,Australia,90,65,South Australia,McLaren Vale,Shiraz,D'Arenberg
110524,Australia,83,20,South Australia,McLaren Vale,Chardonnay,Aurora
110623,Australia,90,75,South Australia,Barossa,Shiraz,Peter Lehmann
110624,Australia,90,15,Victoria,Victoria,Shiraz,Mount Langi Ghiran
110629,Australia,89,40,South Australia,McLaren Vale,Shiraz,Tapestry
110636,Australia,89,21,South Australia,McLaren Vale,Shiraz,Wayne Thomas
110828,Australia,85,30,Australia Other,South Eastern Australia,Shiraz,Littore
110840,Australia,85,20,South Australia,Adelaide Hills,Pinot Noir,Hill of Content
110857,Australia,83,13,South Australia,McLaren Vale,Chardonnay,Yangarra Estate Vineyard
111048,Australia,89,25,Victoria,Yarra Valley,Pinot Noir,Coldstream Hills
111058,Australia,89,33,South Australia,McLaren Vale,Shiraz,Nashwauk
111091,Australia,85,15,Australia Other,South Eastern Australia,Pinot Noir,Stanley Lambert
111095,Australia,85,5,Australia Other,South Eastern Australia,Shiraz,Banrock Station
111100,Australia,85,28,South Australia,Coonawarra,Shiraz,McWilliam's of Coonawarra
111103,Australia,85,13,Australia Other,South Eastern Australia,Shiraz,Green Path
111214,Australia,87,15,Western Australia,Western Australia,Sauvignon Blanc,Mad Fish
111215,Australia,87,15,Western Australia,Western Australia,Chardonnay,Indis
111235,Australia,86,14,Victoria,Yarra Valley,Chardonnay,Long Flat
111286,Australia,84,35,South Australia,Adelaide Hills,Cabernet Sauvignon,Paracombe
111302,Australia,91,30,South Australia,Clare Valley,Cabernet Sauvignon,Kilikanoon
111332,Australia,89,58,South Australia,McLaren Vale,Shiraz,S.C. Pannell
111354,Australia,89,35,South Australia,McLaren Vale,Shiraz,The Gate
111357,Australia,88,41,Victoria,Yarra Valley,Pinot Noir,De Bortoli
111390,Australia,87,13,South Australia,McLaren Vale,Sauvignon Blanc,Fox Creek
111409,Australia,87,13,South Australia,McLaren Vale,Chardonnay,Fox Creek
111414,Australia,87,17,South Australia,Clare Valley,Chardonnay,Wakefield Estate
111422,Australia,85,33,New South Wales,New South Wales,Pinot Noir,Centennial
111445,Australia,85,20,South Australia,Adelaide Hills,Pinot Noir,Nepenthe
111484,Australia,86,13,Western Australia,Western Australia,Shiraz,Windshaker Ridge
111489,Australia,86,12,South Australia,Barossa Valley,Chardonnay,Barossa Valley Estate
111491,Australia,86,14,South Australia,Eden Valley,Riesling,Long Flat
111497,Australia,86,15,Western Australia,Pemberton,Chardonnay,Wise
111498,Australia,86,11,New South Wales,Gundagai,Shiraz,Thorny Devil
111499,Australia,86,21,Victoria,Yarra Valley,Pinot Noir,Oakridge
111500,Australia,86,12,Western Australia,Western Australia,Chardonnay,Palandri
111502,Australia,86,18,South Australia,Adelaide Hills,Sauvignon Blanc,3 Hills High
111582,Australia,84,27,South Australia,Barossa Valley,Cabernet Sauvignon,JCP Maltus
111691,Australia,87,18,South Australia,Clare Valley,Shiraz,Mak
111699,Australia,87,30,South Australia,McLaren Vale,Shiraz,Two Hands
111701,Australia,87,18,South Australia,McLaren Vale,Chardonnay,Shingleback
111711,Australia,86,17,South Australia,Clare Valley,Riesling,Wakefield Estate
111718,Australia,86,13,Western Australia,Western Australia,Riesling,Goundrey
111736,Australia,84,8,Australia Other,South Eastern Australia,Shiraz,Kilda
111742,Australia,84,10,Victoria,Yarra Valley,Pinot Noir,Wagtail
111747,Australia,84,16,Western Australia,Margaret River,Shiraz,Flinder's Bay
111815,Australia,86,14,Western Australia,Western Australia,Chardonnay,Bush Bike
111826,Australia,86,12,South Australia,South Australia,Shiraz,Wirra Wirra
111832,Australia,86,16,South Australia,Langhorne Creek,Shiraz,The Winner's Tank
111833,Australia,86,65,South Australia,Barossa Valley,Shiraz,Schild Estate
111839,Australia,86,17,Victoria,Yarra Valley,Chardonnay,Yering Station
111925,Australia,90,35,South Australia,Adelaide Hills,Shiraz,Shaw and Smith
111975,Australia,86,29,South Australia,Clare Valley,Cabernet Sauvignon,Ranfurlys Way
111979,Australia,86,40,New South Wales,Hunter Valley,Shiraz,Tyrrell's
112040,Australia,84,45,South Australia,Lenswood,Pinot Noir,Henschke
112061,Australia,87,21,South Australia,McLaren Vale,Shiraz,Aramis
112086,Australia,82,19,Victoria,Victoria,Sauvignon Blanc,Delatite
112090,Australia,82,45,Western Australia,Margaret River,Cabernet Sauvignon,Amberley
112149,Australia,85,14,Victoria,Victoria,Chardonnay,Greg Norman Estates
112152,Australia,85,22,South Australia,Coonawarra,Shiraz,Katnook Estate
112157,Australia,85,14,Western Australia,Frankland River,Shiraz,Rocky Gully
112160,Australia,85,25,South Australia,Adelaide Hills,Chardonnay,Ranfurlys Way
112161,Australia,85,25,South Australia,Clare Valley,Shiraz,Reilly's
112163,Australia,85,16,Western Australia,Margaret River,Chardonnay,Evans & Tate
112168,Australia,85,15,Western Australia,Western Australia,Chardonnay,Mad Fish
112230,Australia,88,39,New South Wales,Hunter Valley,Shiraz,Meerea Park
112302,Australia,91,20,South Australia,McLaren Vale,Shiraz,Inkwell
112312,Australia,91,45,Victoria,Yarra Valley,Chardonnay,Yering Station
